shopid,lat,lng
2938852,39.99485075698478,116.32827023590053
8817471,39.98654367020719,116.33378974136822
68062782,39.99174502087557,116.33242017109737
16458740,39.85731860041342,116.38908181605206
66701337,39.9930491523981,116.35911605504039
90960293,39.84174875273778,116.39176568164538
27489486,40.04789841263731,116.58581098006563
76836306,39.8400196027183,116.36502727691517
72338357,39.94283065416474,116.36096544348257
79623778,39.991958107673796,116.33236925927083
5540043,39.81760252539676,116.32763208884236
80620385,39.97873465382644,116.36372159589168
68169954,39.924988260989565,116.6019089878596
20781250,39.980986087146356,116.32839969710503
22414383,39.982813717362006,116.3014437505813
81756562,39.982933751120605,116.30142178073338
57161449,39.992498784794215,116.33252882956361
66760361,39.89894459707914,116.4928600308413
76943762,39.9876473907189,116.33284672687144
23190531,39.92739301450927,116.27225408573783
75158104,39.980203505554165,116.30933322598243
79623963,40.01946809709034,116.34096874095438
26208631,39.89554180260527,116.36728712009244
76081954,39.850008305341,116.43214422781662
57481228,39.82631587389024,116.318283446219
73429509,39.85964762720671,116.39220933502335
18283661,40.04657649994996,116.29205200211665
27305762,39.954792036653586,116.45657331434573
66083988,40.03287060559338,116.31122538252524
66565335,39.956327286735224,116.43740230933206
82259479,39.99691309641174,116.34615075095284
58685726,40.04609910079779,116.40351041143659
66648795,40.028184978235075,116.43056842188228
76676031,39.89103737970752,116.46771526631706
79562608,39.99433378301076,116.40417737677123
72461821,39.95428973989844,116.35044564055725
2056255,39.99435366458399,116.32467556427392
69795252,39.972391286440875,116.31962297590997
58198003,39.99163057739045,116.33265864622575
2471557,39.9912272623583,116.32756231951528
79675161,39.849578415980304,116.43466163131167
3641590,39.92706563075697,116.51022145003586
79437595,40.00101794548979,116.30862615458167
67227618,39.991759029672515,116.33241518061247
79705038,39.925533411106755,116.3257338361172
77000447,39.99033863912421,116.32529764016518
48391060,39.93043079685679,116.46169088397538
90955638,39.99681596814595,116.33393411217348
82876156,40.071859623274364,116.35013523929936
25042206,39.896108117137864,116.45766213211232
59296355,39.991926966347016,116.33244509160694
4058632,39.99561517070572,116.32908527209997
512619,39.991187368966926,116.33224763247786
90965764,39.99079248367491,116.31624124523076
512916,39.99066490894321,116.31838849728675
5149840,39.87410173737403,116.34186229054647
59159444,39.99184064734165,116.33261671436152
76985470,39.845650212774245,116.41294206857025
45402421,40.04517511945394,116.4034114821819
74628612,39.9552250593079,116.43998562170057
69615268,39.90408420355938,116.21988980919595
67227774,39.82617101434122,116.31873642884857
40283174,40.00187717368872,116.34307649679818
68055922,39.99130929661215,116.33281533290432
90110669,39.99195436705072,116.33276336841806
69843608,40.05283848405475,116.327458735511
5499610,40.0072857458222,116.34787893685952
90599981,39.84060148004435,116.41418801956019
76741495,39.93166675478492,116.40943690830281
66571319,40.001587825573715,116.30921578714228
60170362,39.992722825573225,116.33356845472947
69692213,39.98571478530366,116.3279321696077
90110693,39.971880906237224,116.31565710539782
90040117,39.956780104999176,116.35268306944022
76759450,39.99862504546293,116.34792694499845
27471140,39.949059697841285,116.43081598236344
83494332,39.98184403009061,116.3111559818405
48692261,39.980907773358965,116.2991606352448
18031294,39.988009972792405,116.47722521546764
4516427,40.037539126206845,116.36621297416559
79623458,39.991984570072965,116.33265461040709
68127678,39.82733721517547,116.35478065745072
68961259,39.83798700553478,116.37816561910701
3215671,39.984951686449456,116.48565405092116
2416345,39.990847212188434,116.31770503894639
65944578,39.99125906836173,116.33293806208017
75136115,40.0523799822458,116.29586512512275
24958437,40.05519098043913,116.40699528124033
59061894,39.90213803305722,116.48531607575215
22980860,39.85413155152609,116.27753490811033
45586126,39.821522285750206,116.33301155554483
56588932,39.983224344852495,116.32769303396672
73590735,39.90564967856332,116.57310009152033
3896062,39.99819492048349,116.33392795085128
76847602,39.81056445142357,116.33536747296424
68125976,39.892222089098404,116.57846249605872
69498837,39.882962104748984,116.36182071120406
3896062,39.99819492048349,116.33392795085128
58757173,39.9810809571301,116.29904983581346
2273329,39.9989679270291,116.34444300715755
83611892,39.89622588976584,116.46575886850569
17887879,39.99749919172252,116.31913192794214
33522078,40.033483766252935,116.34246376443465
72448920,39.87497298205543,116.45961504673585
22356205,39.992985663790414,116.34650552873214
69804142,39.99176071800789,116.33311360215875
68246752,39.9785156388731,116.31513245887673
90106847,40.03162481664993,116.43057399446538
68062571,39.90160287896924,116.49198839473034
90420079,39.987031719155965,116.4255112994396
66767157,39.92502801746587,116.49672445535091
69516957,39.87352454946969,116.35541865546452
79560193,39.845830070375165,116.41276386548635
43644759,39.8824633251983,116.31162045793712
25804782,39.97933841851286,116.2994033445065
509991,39.9955858682821,116.33617126840099
69201411,39.99202725158995,116.33282322392235
69895566,39.9258147350992,116.41213407111985
3269833,40.0106477443802,116.3649776674063
67474953,39.96774333647462,116.32907383194642
33597613,39.975117049809626,116.2997152460474
74617538,40.02642599639308,116.30523828678088
32375402,39.907131207966984,116.56936826973738
18693142,39.91958467959271,116.4264725522546
90489621,40.005542120294315,116.34019218695767
75789437,39.96261719098945,116.29147659068082
76836924,39.99598533530433,116.34782049432084
26142387,40.0344342319062,116.36209695670915
8031207,39.97603862835941,116.30665160228548
67637120,39.963050724871785,116.42986633221383
6526138,39.89967862643126,116.45833783660942
65446748,39.93564601961566,116.3731248281452
58631005,39.97012948664617,116.42989448706666
69419758,39.99179441871861,116.33273944279443
67384578,39.84472701378195,116.42037028566001
66184946,40.015199021827655,116.31092528445002
2269702,39.90025188126525,116.35434818953183
21069484,39.9892989286161,116.47156854165141
90105828,39.98357153201955,116.33286121150894
65645841,39.8964599893816,116.36296522603465
90965180,39.99804753012851,116.33414049201163
68929444,39.90173825214239,116.34252737900718
55007445,40.07309413347882,116.4025999474853
77491601,39.82860750014602,116.34822194770754
18039986,39.97952590156042,116.32591458981737
69868323,39.9869330477463,116.32776839093484
11562587,39.99091291303541,116.31733787012158
2664487,39.981578556224825,116.32814121449131
69337145,39.96245509554455,116.334619935359
43560701,39.8958296585661,116.45828113861975
65540062,39.98109799594738,116.29902687970113
82866147,39.9922027991789,116.51613955425822
66401182,39.9121081676957,116.63444364785752
19801024,39.878166534140156,116.3184515445854
79273405,40.03604879269659,116.30341992838217
69691581,39.99143306227866,116.359230071783
50665497,40.008158428421176,116.342203543831
58711762,39.99180838431915,116.33222560353188
26211834,39.95764094652325,116.4175431032023
32843115,39.985997672913776,116.29851528618696
57475398,39.98078038107469,116.32825006611462
68066402,39.8767449538454,116.2725650546871
66989751,39.828802718863535,116.34929879831107
80993192,39.91242610550713,116.6338210363663
67804265,39.96564816574277,116.32034616670707
83437823,39.902226898705,116.50891173738427
77709481,39.98172764526702,116.3108307201674
68124944,39.53559354078488,116.70054871896109
76986553,39.84563640764994,116.41320133577514
67798365,39.87649349363228,116.27483948569092
79717343,40.028772479826806,116.32812825611522
50684833,39.98056293052192,116.41519533358002
69080157,39.89286712426521,116.30330617782903
63051702,39.9912662803286,116.40927917193653
66151745,39.870386408818824,116.57576544969808
59125196,39.99239219303117,116.33445051474942
3172144,39.99111996185454,116.3329979445425
76738305,39.90752196536301,116.47003132009054
80912754,39.91483634725829,116.49032343930969
76348594,39.90978017372334,116.36728530935922
82264135,39.99692143273942,116.34595215564038
13774184,40.00741195738319,116.34774818248107
2596342,39.9740718407407,116.30270423696942
59244466,39.960364972695245,116.52499840414669
91010116,39.85643883494623,116.43271059038231
4294925,39.99189401932125,116.32872257440432
66362358,40.06122816131085,116.32008466252333
57017800,39.947688106901374,116.32647034191383
76883479,39.979631338477226,116.30727479994756
18215555,39.88427748971528,116.29640718631435
5284421,39.99277957173858,116.32475857248208
13818394,39.94248637076034,116.29854070157775
69733202,39.86878250196333,116.25261675302083
18772877,39.99745989086293,116.32971659460411
67190454,40.04569922428875,116.40382161644655
23869120,40.000444591081234,116.3475514652284
90351695,39.975568639887456,116.3044563619848
83471344,39.99356088812206,116.32301648783647
32316403,39.93454644875971,116.44907437550633
72346324,39.893112859384644,116.30344784987912
83471676,39.99186241587246,116.33273943418082
2900014,39.99506434249246,116.32848272177317
22975123,39.9049651854847,116.45283811877518
17678712,39.922684329851606,116.51426649865883
83589430,39.981237551037246,116.31089164654313
69176063,39.981389470562256,116.31829588218643
5993271,39.978010670142325,116.30044140855846
24795487,40.00046475993456,116.34744966717292
67356614,40.01631978042052,116.30834483965295
69796903,39.89748739732341,116.45278690619628
75164392,39.978026739146976,116.34049503358158
66647745,39.87798133089048,116.27912182379214
90336657,39.91683913809048,116.55569183184325
90403282,40.01636870056415,116.30838674173528
77490124,39.852411818550934,116.28845366130703
17965593,40.00025807855953,116.35349102532635
514404,39.99615181846764,116.33782055160579
73396313,39.89391453171675,116.48940655609341
72456069,39.97940083524433,116.30755322391944
69332845,39.98669348670116,116.32754393647264
54020858,39.98580572180783,116.29849135799712
3195202,39.99878621755133,116.34544396045472
67842221,39.927168165869375,116.31435868689549
71401184,39.89280269052563,116.5001814843355
5627084,39.940341734711815,116.29954096640239
83589318,39.96793333463285,116.32907081477411
32565422,39.99183537192048,116.3322315865559
50315945,39.97402709118966,116.31499034789725
69894203,39.99195657312002,116.33265361620929
83589221,39.98139183476929,116.31073697085077
73600496,39.983285799778116,116.32172576200566
